case_id,detector,is_leak,family,pattern_id,rate,seed,hard_clean,detected,tp,fp,tn,fn,injected_qids,injected_candidates,injected_features,fallback_triggers,detection_correct,family_exact,source_exact,sink_exact,module_exact,field_exact,code_location_exact,code_location_within_3,path_valid,config_sha256,status
c_016e57250c5645a7,keyword_static_baseline,True,Leak-R,R3,0.1,11,False,True,1,0,0,0,1,15,0,1,True,False,False,False,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_016e57250c5645a7,ast_static_dataflow,True,Leak-R,R3,0.1,11,False,False,0,0,0,1,1,15,0,1,False,False,False,False,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_016e57250c5645a7,schema_guard,True,Leak-R,R3,0.1,11,False,False,0,0,0,1,1,15,0,1,False,False,False,False,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_016e57250c5645a7,runtime_taint,True,Leak-R,R3,0.1,11,False,True,1,0,0,0,1,15,0,1,True,False,True,False,False,True,False,False,True,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_016e57250c5645a7,invariance,True,Leak-R,R3,0.1,11,False,False,0,0,0,1,1,15,0,1,False,False,False,False,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_016e57250c5645a7,full_audit,True,Leak-R,R3,0.1,11,False,True,1,0,0,0,1,15,0,1,True,False,True,False,False,True,False,False,True,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_084667a283314b02,keyword_static_baseline,False,Clean,Clean,0,1029,False,True,0,1,0,0,0,0,0,0,False,False,True,True,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_084667a283314b02,ast_static_dataflow,False,Clean,Clean,0,1029,False,False,0,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_084667a283314b02,schema_guard,False,Clean,Clean,0,1029,False,False,0,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_084667a283314b02,runtime_taint,False,Clean,Clean,0,1029,False,False,0,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_084667a283314b02,invariance,False,Clean,Clean,0,1029,False,False,0,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_084667a283314b02,full_audit,False,Clean,Clean,0,1029,False,False,0,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_0eb7d0f8f6ee43c4,keyword_static_baseline,False,Clean,Clean,0,2006,True,True,0,1,0,0,0,0,0,0,False,False,True,True,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_0eb7d0f8f6ee43c4,ast_static_dataflow,False,Clean,Clean,0,2006,True,False,0,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_0eb7d0f8f6ee43c4,schema_guard,False,Clean,Clean,0,2006,True,False,0,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_0eb7d0f8f6ee43c4,runtime_taint,False,Clean,Clean,0,2006,True,False,0,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_0eb7d0f8f6ee43c4,invariance,False,Clean,Clean,0,2006,True,False,0,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_0eb7d0f8f6ee43c4,full_audit,False,Clean,Clean,0,2006,True,False,0,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_0f357c79137b4ab5,keyword_static_baseline,False,Clean,Clean,0,2027,True,True,0,1,0,0,0,0,0,0,False,False,True,True,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_0f357c79137b4ab5,ast_static_dataflow,False,Clean,Clean,0,2027,True,False,0,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_0f357c79137b4ab5,schema_guard,False,Clean,Clean,0,2027,True,False,0,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_0f357c79137b4ab5,runtime_taint,False,Clean,Clean,0,2027,True,False,0,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_0f357c79137b4ab5,invariance,False,Clean,Clean,0,2027,True,False,0,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_0f357c79137b4ab5,full_audit,False,Clean,Clean,0,2027,True,False,0,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_0f935733be9940a8,keyword_static_baseline,False,Clean,Clean,0,2026,True,True,0,1,0,0,0,0,0,0,False,False,True,True,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_0f935733be9940a8,ast_static_dataflow,False,Clean,Clean,0,2026,True,False,0,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_0f935733be9940a8,schema_guard,False,Clean,Clean,0,2026,True,False,0,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_0f935733be9940a8,runtime_taint,False,Clean,Clean,0,2026,True,False,0,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_0f935733be9940a8,invariance,False,Clean,Clean,0,2026,True,False,0,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_0f935733be9940a8,full_audit,False,Clean,Clean,0,2026,True,False,0,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_0fb926f7378948c2,keyword_static_baseline,True,Leak-R,R2,0.5,11,False,True,1,0,0,0,4,60,0,4,True,False,False,False,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_0fb926f7378948c2,ast_static_dataflow,True,Leak-R,R2,0.5,11,False,False,0,0,0,1,4,60,0,4,False,False,False,False,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_0fb926f7378948c2,schema_guard,True,Leak-R,R2,0.5,11,False,False,0,0,0,1,4,60,0,4,False,False,False,False,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_0fb926f7378948c2,runtime_taint,True,Leak-R,R2,0.5,11,False,True,1,0,0,0,4,60,0,4,True,False,True,False,False,True,False,False,True,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_0fb926f7378948c2,invariance,True,Leak-R,R2,0.5,11,False,False,0,0,0,1,4,60,0,4,False,False,False,False,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_0fb926f7378948c2,full_audit,True,Leak-R,R2,0.5,11,False,True,1,0,0,0,4,60,0,4,True,False,True,False,False,True,False,False,True,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_12a921a9f7574f48,keyword_static_baseline,False,Clean,Clean,0,2022,True,True,0,1,0,0,0,0,0,0,False,False,True,True,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_12a921a9f7574f48,ast_static_dataflow,False,Clean,Clean,0,2022,True,False,0,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_12a921a9f7574f48,schema_guard,False,Clean,Clean,0,2022,True,False,0,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_12a921a9f7574f48,runtime_taint,False,Clean,Clean,0,2022,True,False,0,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_12a921a9f7574f48,invariance,False,Clean,Clean,0,2022,True,False,0,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_12a921a9f7574f48,full_audit,False,Clean,Clean,0,2022,True,False,0,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
